날짜,요일,식사구분,메뉴번호,메뉴명,음식분류,칼로리(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg),당류(g),식이섬유(g),콜레스테롤(mg),포화지방(g),원산지,보관방법,알레르기유발물질,비고
2026-05-22,금,조식,7,열무김치,김치류,17,6.9,13.9,5,257,11.9,4.3,76,5.4,호주산,냉장보관,"밀,대두,새우",
2026-05-22,금,조식,8,과일(수박),후식/음료,97,29.5,18.4,5,221,6.3,4.9,30,4,국내산,냉장보관,없음,
2026-05-22,금,중식,1,현미밥,주식,334,8.4,24.1,20.9,711,2.2,2.5,63,6.3,국내산,냉장보관,없음,
2026-05-22,금,중식,2,감자국,국/찌개,69,19.7,22.4,5,852,9.8,3.9,110,6.5,국내산,상온보관,"대두,밀",
2026-05-22,금,중식,3,제육볶음,주찬,262,16.5,23.7,5,753,1,2.3,103,6.3,국내산,상온보관,대두,
2026-05-22,금,중식,4,무생채,부찬,52,20.1,24.3,5,322,11.5,2.7,47,2.5,국내산,상온보관,대두,
2026-05-22,금,중식,5,아스파라거스볶음,부찬,101,22.7,9.7,5,801,10.3,1.1,104,7.2,국내산,상온보관,대두,
2026-05-22,금,중식,6,보쌈김치,김치류,29,9,24.3,5,501,8,2.5,17,2.9,국내산,냉동보관,없음,
2026-05-22,금,중식,7,파김치,김치류,18,16.4,22.4,5,425,8.1,3.6,93,3.3,호주산,상온보관,"밀,계란,대두",
2026-05-22,금,중식,8,식혜,후식/음료,115,6,11.7,5,158,8.9,4.4,80,6.6,중국산,냉동보관,없음,
2026-05-22,금,석식,1,팥밥,주식,356,24.9,10.6,40.2,584,14.5,1.2,1,2.3,호주산,냉동보관,대두,금요특식
2026-05-22,금,석식,2,순두부찌개,국/찌개,75,16.8,3,5,429,11.1,2.8,46,3.7,중국산,냉장보관,"난류,밀,대두",금요특식
2026-05-22,금,석식,3,오리불고기,주찬,225,25.8,8.4,11.5,164,3.7,1.3,19,5.2,국내산,상온보관,대두,금요특식
2026-05-22,금,석식,4,콩나물무침,부찬,50,16.6,20.7,5,168,4.6,2.6,110,7.5,국내산,냉장보관,대두,금요특식
2026-05-22,금,석식,5,멸치볶음,부찬,57,7.6,17.1,5,164,2.9,5.5,30,5.1,국내산,냉동보관,대두,금요특식
2026-05-22,금,석식,6,갓김치,김치류,-5,20.2,23,5,573,13.5,4.9,70,4.5,국내산,냉동보관,"대두,밀",금요특식
2026-05-22,금,석식,7,배추김치,김치류,8,29.4,24.8,5,832,14.5,1.7,30,4.8,중국산,냉장보관,"난류,대두,밀,새우",금요특식
2026-05-22,금,석식,8,젤리,후식/음료,100,16.8,23.5,5,481,11.9,5.6,50,2.7,호주산,냉장보관,"밀,대두,새우",금요특식
2026-05-23,토,조식,1,현미밥,주식,362,23.7,13.8,35.8,308,12.7,4,74,6.6,국내산,냉장보관,없음,
2026-05-23,토,조식,2,삼계탕국물,국/찌개,92,29.4,11.1,5,797,4.1,3.1,51,4.1,국내산,상온보관,대두,
2026-05-23,토,조식,3,소시지볶음,주찬,277,23.4,11.5,20,873,11.3,0.9,37,5.8,국내산,냉장보관,"난류,밀,대두",
2026-05-23,토,조식,4,콩나물무침,부찬,68,31.5,19.6,5,401,12.1,3.7,76,3.5,중국산,냉장보관,없음,
2026-05-23,토,조식,5,표고버섯볶음,부찬,72,30.2,4,5,314,5.5,5.7,73,3.4,국내산,냉동보관,"우유,계란",
2026-05-23,토,조식,6,파김치,김치류,5,8.5,13.1,5,542,11.1,3.9,112,7.5,국내산,냉장보관,"계란,밀",
2026-05-23,토,조식,7,열무김치,김치류,14,15,16.9,5,471,5.1,3.8,56,2,국내산,상온보관,없음,
2026-05-23,토,조식,8,과일(사과),후식/음료,116,24.3,4.2,5,846,5.2,5.6,31,4.2,국내산,냉장보관,"난류,대두,밀,새우",
2026-05-23,토,중식,1,기장밥,주식,377,23.5,22.3,20.6,490,14.9,5,96,7.8,미국산,상온보관,없음,
2026-05-23,토,중식,2,황태해장국,국/찌개,88,32.3,10.5,5,382,12.5,5.2,16,4.8,호주산,상온보관,없음,
2026-05-23,토,중식,3,쇠고기장조림,주찬,229,14.4,5.9,29.6,731,9.6,5.6,28,1.7,국내산,냉장보관,"밀,대두,새우",
2026-05-23,토,중식,4,숙주나물,부찬,83,18.7,20.2,5,595,9.5,2.6,90,7.7,국내산,냉장보관,"밀,계란,대두",
2026-05-23,토,중식,5,호박볶음,부찬,103,30.8,8.1,5,795,11.7,3.6,41,1.4,국내산,냉동보관,"계란,밀",
2026-05-23,토,중식,6,총각김치,김치류,31,24.3,18.4,5,684,7.5,3.3,62,3.4,국내산,상온보관,"난류,대두,밀,새우",
2026-05-23,토,중식,7,갓김치,김치류,-13,31.6,22.1,5,752,9.6,2.6,48,7.7,국내산,상온보관,없음,
2026-05-23,토,중식,8,쿨피스,후식/음료,61,30,17,5,876,13.9,4.9,98,4.1,미국산,냉장보관,"대두,밀",
2026-05-23,토,석식,1,잡곡밥,주식,345,26.7,9.4,38.4,242,8.5,2.4,30,3.9,국내산,냉장보관,없음,
2026-05-23,토,석식,2,소고기뭇국,국/찌개,69,17.7,18.7,5,731,12.8,4.9,6,6.4,국내산,냉장보관,"계란,밀",
2026-05-23,토,석식,3,닭갈비,주찬,256,17.7,13,17,311,9.6,2.3,26,1.9,호주산,냉장보관,대두,
2026-05-23,토,석식,4,무생채,부찬,88,26.1,17.4,5,561,11.6,3.3,44,7.9,중국산,상온보관,없음,
2026-05-23,토,석식,5,우엉조림,부찬,66,19.6,10.9,5,688,11.8,4.1,64,1.3,국내산,상온보관,없음,
2026-05-23,토,석식,6,석박지,김치류,3,34.9,18.6,5,495,7.2,0.6,30,3.6,국내산,상온보관,"대두,밀",
2026-05-23,토,석식,7,갓김치,김치류,44,23.3,24.3,5,367,7.4,5.5,41,4.7,미국산,상온보관,대두,
2026-05-23,토,석식,8,두유,후식/음료,106,9.2,19.4,5,341,15,3.8,40,6.1,국내산,냉동보관,"대두,밀",
2026-05-24,일,조식,1,오곡밥,주식,364,23.1,8.3,49.2,600,1.8,2.4,119,6.3,국내산,냉장보관,없음,
2026-05-24,일,조식,2,감자국,국/찌개,79,32.1,6.5,5,692,12.4,4.2,19,1.8,국내산,냉동보관,"밀,대두,새우",
2026-05-24,일,조식,3,생선까스,주찬,256,27.1,4.8,26.1,708,13,4.9,45,5.7,국내산,상온보관,"대두,밀",
2026-05-24,일,조식,4,고사리나물,부찬,68,26.5,8.2,5,301,6.9,4.8,36,2.6,중국산,냉장보관,"난류,대두,밀,새우",
2026-05-24,일,조식,5,계란부침,부찬,95,20.3,22.7,5,501,1.6,2,77,3.1,국내산,상온보관,없음,
2026-05-24,일,조식,6,총각김치,김치류,-4,22,3.5,5,417,6,4.9,67,6.2,국내산,냉동보관,"계란,밀",
2026-05-24,일,조식,7,배추김치,김치류,44,34.8,12.5,5,648,11.8,5.2,26,1,호주산,상온보관,"난류,대두,밀,새우",
2026-05-24,일,조식,8,아이스크림,후식/음료,75,26.7,22.6,5,761,10,1.9,97,4.5,호주산,상온보관,대두,
2026-05-24,일,중식,1,팥밥,주식,352,32.1,5.8,42.9,260,10,3,119,2.6,국내산,냉동보관,없음,
2026-05-24,일,중식,2,황태해장국,국/찌개,89,13.4,4.4,5,748,5.1,4.4,44,7.1,국내산,냉동보관,"대두,밀",
2026-05-24,일,중식,3,삼겹살구이,주찬,275,27.8,10,18.5,623,7.8,4.1,61,4.7,국내산,상온보관,없음,
2026-05-24,일,중식,4,고사리나물,부찬,52,26.6,4.4,5,665,11.9,5,98,4.8,중국산,냉장보관,"난류,대두,밀,새우",
2026-05-24,일,중식,5,연근조림,부찬,109,26.7,4.1,5,263,11.5,2.9,48,2.5,국내산,냉장보관,"밀,계란,대두",
2026-05-24,일,중식,6,갓김치,김치류,12,28.1,4.5,5,207,8.9,2.2,24,7,국내산,냉장보관,"난류,대두,밀,새우",
2026-05-24,일,중식,7,배추김치,김치류,13,16.9,20.8,5,372,9,4.1,61,7.7,국내산,상온보관,대두,
2026-05-24,일,중식,8,식혜,후식/음료,88,33.3,18.5,5,221,14.2,4.3,56,4.5,호주산,냉장보관,"밀,대두,새우",
2026-05-24,일,석식,1,기장밥,주식,371,8.1,16.2,48.2,820,9,5.6,83,0.6,국내산,상온보관,"밀,대두,새우",
2026-05-24,일,석식,2,소고기뭇국,국/찌개,78,24.3,23.4,5,505,3.9,3.9,18,0.6,국내산,상온보관,"계란,밀",
2026-05-24,일,석식,3,닭강정,주찬,224,17.9,22,5,855,6.3,5.7,112,6.3,국내산,상온보관,"난류,밀,대두",
2026-05-24,일,석식,4,시금치나물,부찬,53,15.5,14.9,5,218,8.6,2.5,106,4.3,미국산,상온보관,우유,
2026-05-24,일,석식,5,풋고추볶음,부찬,53,20.7,9.8,5,206,12.8,1.4,119,0.7,국내산,냉장보관,없음,
2026-05-24,일,석식,6,총각김치,김치류,10,33.3,17.6,5,846,7.7,5.7,106,3.3,국내산,냉장보관,"난류,밀,대두",
2026-05-24,일,석식,7,열무김치,김치류,19,10.7,8,5,802,9,2.3,65,3,국내산,냉동보관,없음,
2026-05-24,일,석식,8,과일(오렌지),후식/음료,60,8.1,9.1,5,480,10.1,5.8,116,7.3,국내산,냉장보관,없음,
2026-05-25,월,조식,1,오곡밥,주식,379,29.7,3.9,56.3,354,1.1,4.1,102,1.6,국내산,상온보관,대두,
2026-05-25,월,조식,2,북어국,국/찌개,65,14.6,23.4,5,646,13,1,104,4.9,국내산,냉동보관,대두,
2026-05-25,월,조식,3,닭강정,주찬,266,6.5,12.5,31.9,395,12.3,1.6,55,3.9,중국산,상온보관,"밀,대두,새우",
2026-05-25,월,조식,4,취나물,부찬,43,9,13.7,5,793,3.9,0.9,41,1,호주산,상온보관,우유,
2026-05-25,월,조식,5,멸치볶음,부찬,98,8.5,24.6,5,403,11.8,5.7,65,7.4,국내산,상온보관,"계란,밀",
2026-05-25,월,조식,6,갓김치,김치류,32,7.1,24.1,5,197,2.7,2.4,39,4.3,국내산,상온보관,"난류,대두,밀,새우",
2026-05-25,월,조식,7,파김치,김치류,-15,18.6,10.1,5,241,3.8,2,26,6.1,국내산,냉장보관,"난류,대두,밀,새우",
2026-05-25,월,조식,8,아이스크림,후식/음료,60,33,9.4,5,432,1.6,4,58,2.8,국내산,상온보관,"밀,대두,새우",
2026-05-25,월,중식,1,기장밥,주식,352,10.8,18.9,34.7,448,11.2,5.2,52,3.7,호주산,냉동보관,"대두,밀",
2026-05-25,월,중식,2,설렁탕,국/찌개,106,27.9,19.8,5,768,11.6,2.1,120,5.6,국내산,상온보관,"밀,계란,대두",
2026-05-25,월,중식,3,닭볶음탕,주찬,274,30.1,22.3,5,475,5.8,3.9,101,4.7,국내산,상온보관,없음,
2026-05-25,월,중식,4,상추무침,부찬,57,15.4,11.5,5,216,9.1,2.5,40,6.3,국내산,상온보관,"계란,밀",
2026-05-25,월,중식,5,양파볶음,부찬,56,17.7,20.7,5,834,8.7,5.6,78,1.1,국내산,냉장보관,"난류,밀,대두",
2026-05-25,월,중식,6,파김치,김치류,19,26.8,15.7,5,217,5.9,2.9,79,0.7,국내산,상온보관,"밀,대두,새우",
2026-05-25,월,중식,7,총각김치,김치류,42,9,18.5,5,671,3.3,5,81,5.8,국내산,냉장보관,"계란,밀",
2026-05-25,월,중식,8,푸딩,후식/음료,91,27.2,14,5,305,9.6,4.5,117,5.9,국내산,상온보관,"밀,대두,새우",
2026-05-25,월,석식,1,현미밥,주식,340,14.5,7.4,53.8,656,1.5,4.8,17,2.3,국내산,냉장보관,대두,
2026-05-25,월,석식,2,부대찌개,국/찌개,78,18,14,5,832,7.4,2.4,31,6.9,중국산,냉장보관,"대두,밀",
2026-05-25,월,석식,3,계란말이,주찬,263,21.1,21.7,5,553,10.2,4.8,80,6.9,국내산,냉동보관,없음,
2026-05-25,월,석식,4,콩나물무침,부찬,64,33.4,23.1,5,584,1.3,4.6,119,7.3,국내산,냉동보관,"난류,밀,대두",
2026-05-25,월,석식,5,두부부침,부찬,86,17.5,8.1,5,679,5.8,3.2,116,6.4,미국산,상온보관,우유,
2026-05-25,월,석식,6,동치미,김치류,32,15,22.4,5,773,13.8,0.8,1,5.9,국내산,냉장보관,없음,
2026-05-25,월,석식,7,백김치,김치류,3,28.8,21.7,5,518,11.8,1.4,63,6.2,국내산,상온보관,"계란,밀",
2026-05-25,월,석식,8,우유,후식/음료,95,15.6,3.3,5,540,12.6,3.5,1,7.2,중국산,냉장보관,"대두,밀",
2026-05-26,화,조식,1,쌀밥,주식,359,30.2,13.3,29.6,375,9.8,4.9,59,0.9,국내산,상온보관,대두,
2026-05-26,화,조식,2,감자국,국/찌개,94,23.8,23.3,5,274,5.6,0.6,55,1.5,미국산,냉장보관,"난류,밀,대두",
2026-05-26,화,조식,3,돈까스,주찬,250,29.4,23,5,245,10.7,4.8,48,3.7,미국산,상온보관,없음,
2026-05-26,화,조식,4,콩나물무침,부찬,33,28.2,6.3,5,547,1.4,1.7,61,6.7,미국산,냉동보관,"밀,대두,새우",
2026-05-26,화,조식,5,두부부침,부찬,76,32,11.4,5,514,12.8,5.6,70,7,국내산,냉장보관,없음,
2026-05-26,화,조식,6,열무김치,김치류,34,12.5,6.1,5,267,12,1.1,29,5.7,호주산,상온보관,"대두,밀",
2026-05-26,화,조식,7,백김치,김치류,27,15.6,7.4,5,548,14.3,5.9,12,2.2,호주산,냉장보관,없음,
2026-05-26,화,조식,8,과일(사과),후식/음료,78,7.3,20.1,5,744,13.2,5.1,48,1.3,미국산,상온보관,"밀,계란,대두",
2026-05-26,화,중식,1,콩밥,주식,333,8.9,6.9,58.8,593,14.2,4.6,112,4.3,국내산,냉장보관,"난류,대두,밀,새우",
2026-05-26,화,중식,2,미역국,국/찌개,54,6.8,14.5,5,691,13.6,1.1,1,4.3,중국산,냉장보관,없음,
2026-05-26,화,중식,3,오리불고기,주찬,263,19.3,5.6,33.9,343,8.7,5,72,6.2,국내산,냉장보관,"우유,계란",
2026-05-26,화,중식,4,도라지무침,부찬,53,34.1,9.1,5,559,4.6,1.6,103,7,국내산,냉동보관,우유,
2026-05-26,화,중식,5,아스파라거스볶음,부찬,82,22.7,7.5,5,524,14.3,5,91,1.6,국내산,냉동보관,없음,
2026-05-26,화,중식,6,총각김치,김치류,43,29.1,20.6,5,669,13.5,5.1,57,2.7,국내산,상온보관,"대두,밀",
2026-05-26,화,중식,7,배추김치,김치류,23,30.4,20.8,5,595,6.1,5.3,106,2.2,국내산,냉장보관,우유,
2026-05-26,화,중식,8,우유,후식/음료,100,10.1,24.7,5,609,4.1,0.6,76,1.2,미국산,냉장보관,없음,
2026-05-26,화,석식,1,팥밥,주식,335,26.5,5,46,369,10.7,2.9,4,2.8,국내산,상온보관,"계란,밀",
2026-05-26,화,석식,2,동태찌개,국/찌개,58,13,9.6,5,245,7.2,1.9,80,7.1,국내산,상온보관,"계란,밀",
2026-05-26,화,석식,3,참치전,주찬,270,9.5,6.2,44,429,11.6,3.1,25,1.7,국내산,냉장보관,없음,
2026-05-26,화,석식,4,양배추무침,부찬,60,33.1,21.6,5,651,1.6,0.6,7,1.9,국내산,냉동보관,없음,
2026-05-26,화,석식,5,호박볶음,부찬,61,14,10.2,5,563,1.3,0.5,73,7.4,국내산,냉장보관,없음,
2026-05-26,화,석식,6,열무김치,김치류,22,18.7,24.2,5,151,14.8,1.6,45,2.5,중국산,냉동보관,우유,
2026-05-26,화,석식,7,갓김치,김치류,-1,28,14.4,5,878,12,1.2,102,3.1,국내산,냉동보관,"계란,밀",
2026-05-26,화,석식,8,수정과,후식/음료,92,31.7,11.7,5,839,2.7,5.2,116,5.6,중국산,상온보관,"대두,밀",
2026-05-27,수,조식,1,잡곡밥,주식,347,33.8,22.7,5,244,14.7,0.6,90,3.8,미국산,냉장보관,"우유,계란",
2026-05-27,수,조식,2,황태해장국,국/찌개,78,9.5,20.3,5,562,7.1,3.8,42,1.5,국내산,냉장보관,"우유,계란",
2026-05-27,수,조식,3,오리불고기,주찬,276,27,23.3,5,475,3.5,5.2,60,4.5,호주산,냉장보관,우유,
2026-05-27,수,조식,4,콩나물무침,부찬,57,29.8,12.4,5,483,12.6,4.7,86,4.2,중국산,냉동보관,"난류,밀,대두",
2026-05-27,수,조식,5,연근조림,부찬,55,7.7,24.4,5,462,10.3,3.5,103,1.7,국내산,상온보관,"대두,밀",
2026-05-27,수,조식,6,갓김치,김치류,30,26.3,16.2,5,442,10,4.4,65,5.9,중국산,냉장보관,"밀,대두,새우",
2026-05-27,수,조식,7,파김치,김치류,-1,27.3,14.5,5,895,5.6,0.5,8,7.1,국내산,상온보관,"난류,밀,대두",
2026-05-27,수,조식,8,음료수(포카리),후식/음료,109,19.6,4.4,5,827,6.9,3.7,54,3.4,미국산,상온보관,"밀,계란,대두",
2026-05-27,수,중식,1,콩밥,주식,347,12.8,13.7,43.1,590,6.2,3.4,22,6.4,미국산,상온보관,대두,
2026-05-27,수,중식,2,삼계탕국물,국/찌개,69,33.5,8.9,5,504,4.5,2.9,47,2.2,호주산,냉장보관,"난류,밀,대두",
2026-05-27,수,중식,3,갈치구이,주찬,225,5.7,14,19,826,10.5,4.6,71,4.2,국내산,상온보관,"대두,밀",
2026-05-27,수,중식,4,고사리나물,부찬,36,29.8,16.4,5,542,8.8,2.8,114,3,중국산,냉장보관,"밀,계란,대두",
2026-05-27,수,중식,5,버섯볶음,부찬,53,21.7,11.3,5,419,4.7,4.1,69,2.5,국내산,냉장보관,대두,
2026-05-27,수,중식,6,총각김치,김치류,3,21,24.2,5,365,13.9,3.7,78,7.6,호주산,상온보관,우유,
2026-05-27,수,중식,7,깍두기,김치류,16,30.7,7,5,563,2.8,4.4,40,6.9,국내산,냉동보관,없음,
2026-05-27,수,중식,8,음료수(포카리),후식/음료,68,11,21.6,5,841,7.4,2.7,118,4.6,국내산,냉장보관,"계란,밀",
2026-05-27,수,석식,1,찰밥,주식,345,31,7.3,38.8,693,11.8,5.1,76,4.2,미국산,냉장보관,"대두,밀",
2026-05-27,수,석식,2,콩나물해장국,국/찌개,96,18.4,5.2,5,315,14.1,2.6,0,5.1,국내산,냉동보관,없음,
2026-05-27,수,석식,3,삼겹살구이,주찬,233,28.2,10.4,6.6,166,2.8,2.4,79,2.2,국내산,상온보관,없음,
2026-05-27,수,석식,4,시금치나물,부찬,89,33.5,20,5,640,12.5,2.9,60,6.6,중국산,상온보관,없음,
2026-05-27,수,석식,5,콩조림,부찬,89,21.7,20.5,5,707,6.7,5.7,41,2.5,국내산,냉동보관,"밀,대두,새우",
2026-05-27,수,석식,6,백김치,김치류,34,24.1,20.7,5,310,7.2,1.7,62,7.4,국내산,상온보관,대두,
2026-05-27,수,석식,7,백김치,김치류,16,10.1,19.7,5,349,6.9,4.1,5,1.2,국내산,냉장보관,대두,
2026-05-27,수,석식,8,수정과,후식/음료,113,16.3,24.8,5,634,8.6,3.7,83,7.4,호주산,냉장보관,우유,
2026-05-28,목,조식,1,잡곡밥,주식,344,24.2,16.3,25.1,784,5.2,1,1,3.7,미국산,냉장보관,"밀,계란,대두",
2026-05-28,목,조식,2,콩나물해장국,국/찌개,86,25,22,5,251,14.7,2.6,71,2.4,호주산,냉동보관,"우유,계란",
2026-05-28,목,조식,3,소불고기,주찬,223,10.8,3.7,36.6,589,6.4,5.4,83,2.4,국내산,냉장보관,"대두,밀",
2026-05-28,목,조식,4,취나물,부찬,43,15.5,13.6,5,545,2.8,3.2,76,6.7,국내산,냉장보관,"난류,대두,밀,새우",
2026-05-28,목,조식,5,멸치볶음,부찬,90,12.8,5.4,5,529,8.2,1.2,34,3.4,호주산,상온보관,우유,
2026-05-28,목,조식,6,보쌈김치,김치류,-5,21.2,4.9,5,682,7.2,0.7,108,2.9,국내산,상온보관,우유,
2026-05-28,목,조식,7,배추김치,김치류,39,12.5,11.4,5,633,1.4,2.6,89,2.1,미국산,냉동보관,"난류,대두,밀,새우",
2026-05-28,목,조식,8,식혜,후식/음료,116,17.3,10.6,5,452,10.7,1.7,52,4.4,국내산,상온보관,없음,
2026-05-28,목,중식,1,보리밥,주식,344,6,13.7,49.2,503,14.2,3.1,21,5.3,호주산,상온보관,"대두,밀",
2026-05-28,목,중식,2,감자국,국/찌개,63,13.3,7.2,5,224,13,5.6,93,7.5,국내산,상온보관,없음,
2026-05-28,목,중식,3,갈치구이,주찬,250,33,12.6,5,875,2.7,0.8,52,0.7,국내산,상온보관,"밀,계란,대두",
2026-05-28,목,중식,4,깻잎무침,부찬,88,26.5,3.3,5,424,12,3.7,104,4,국내산,냉장보관,대두,
2026-05-28,목,중식,5,우엉조림,부찬,103,17.6,24.1,5,489,10.3,0.8,1,5,중국산,냉장보관,"우유,계란",
2026-05-28,목,중식,6,오이소박이,김치류,25,26.6,9,5,161,11.1,0.8,93,2.4,국내산,냉장보관,"대두,밀",
2026-05-28,목,중식,7,깍두기,김치류,-12,14.4,21.9,5,251,7.3,0.7,60,5.6,호주산,냉장보관,없음,
2026-05-28,목,중식,8,쿨피스,후식/음료,109,29.5,15.9,5,877,2.1,2.3,39,7.4,국내산,냉장보관,우유,
2026-05-28,목,석식,1,잡곡밥,주식,343,22.4,8.1,45.1,851,12.7,5.4,40,2.1,국내산,냉동보관,"대두,밀",
2026-05-28,목,석식,2,된장찌개,국/찌개,110,12.6,6.5,5,495,3.9,1.2,116,7.6,중국산,냉장보관,대두,
2026-05-28,목,석식,3,돈까스,주찬,270,29.6,9.2,17.2,182,10,3,54,2.5,국내산,상온보관,없음,
2026-05-28,목,석식,4,파프리카무침,부찬,40,16.5,22.1,5,693,14.1,4.2,45,2.5,국내산,냉장보관,"계란,밀",
2026-05-28,목,석식,5,아스파라거스볶음,부찬,86,24.6,11.1,5,766,4.5,3.2,106,6.4,국내산,냉장보관,없음,
2026-05-28,목,석식,6,깍두기,김치류,-3,10,19.4,5,549,2.8,5,56,1.3,국내산,냉장보관,"난류,밀,대두",
2026-05-28,목,석식,7,총각김치,김치류,28,17.1,19.4,5,557,7.3,4.3,65,5.1,중국산,상온보관,"계란,밀",
2026-05-28,목,석식,8,두유,후식/음료,120,5.2,4.3,15.1,670,2.7,4.2,35,7.4,중국산,냉장보관,없음,
2026-05-29,금,조식,1,콩밥,주식,376,16.3,20.3,32,850,11.9,3.2,43,4.6,국내산,상온보관,없음,
2026-05-29,금,조식,2,동태찌개,국/찌개,75,25.7,8,5,767,5.2,2.7,45,6.7,중국산,냉장보관,없음,
2026-05-29,금,조식,3,닭강정,주찬,248,17.6,3.4,36.8,630,8.4,1.8,34,7,중국산,상온보관,없음,
2026-05-29,금,조식,4,시금치나물,부찬,48,12.2,5.5,5,247,13.8,1.4,101,3.3,호주산,냉동보관,없음,
2026-05-29,금,조식,5,당근조림,부찬,96,17.3,16.9,5,421,7.3,5.9,60,5.6,국내산,냉장보관,없음,
2026-05-29,금,조식,6,석박지,김치류,49,10.8,16.5,5,429,12.7,4.3,98,5.4,중국산,냉장보관,"밀,대두,새우",
2026-05-29,금,조식,7,깍두기,김치류,0,14.7,11.7,5,845,9.5,5.4,84,3.5,국내산,상온보관,없음,
2026-05-29,금,조식,8,과일(수박),후식/음료,70,8.5,4.1,5,176,11,5.5,10,0.6,국내산,냉동보관,없음,
2026-05-29,금,중식,1,보리밥,주식,351,7.7,11.5,54.2,365,1.9,3.2,2,1.1,중국산,냉장보관,"난류,대두,밀,새우",
2026-05-29,금,중식,2,설렁탕,국/찌개,72,21.7,19.7,5,818,4.4,5.8,7,3.3,호주산,냉장보관,우유,
2026-05-29,금,중식,3,돼지불고기,주찬,243,24.9,19.7,5,240,1.1,5.7,78,5.1,국내산,냉동보관,"계란,밀",
2026-05-29,금,중식,4,숙주나물,부찬,32,10.6,22.9,5,409,4.6,3,77,5.8,미국산,상온보관,없음,
2026-05-29,금,중식,5,당근조림,부찬,72,20,4.5,5,421,4.1,4.9,24,1.4,중국산,상온보관,"우유,계란",
2026-05-29,금,중식,6,백김치,김치류,4,28.8,8.9,5,407,1.6,0.9,69,3.8,중국산,냉동보관,"계란,밀",
2026-05-29,금,중식,7,깍두기,김치류,-10,6.8,11.4,5,766,14.4,2.7,96,7.2,호주산,상온보관,없음,
2026-05-29,금,중식,8,우유,후식/음료,88,27.4,18.6,5,481,14,0.6,63,4.2,중국산,상온보관,없음,
2026-05-29,금,석식,1,오곡밥,주식,372,6.5,20.8,39.7,476,7.7,5.8,49,4.4,미국산,냉장보관,"난류,밀,대두",금요특식
2026-05-29,금,석식,2,황태해장국,국/찌개,76,22.4,9.3,5,874,13.2,5.6,62,5.8,국내산,냉장보관,대두,금요특식
2026-05-29,금,석식,3,고등어조림,주찬,270,17.2,11.6,24.2,577,11.9,4,108,7,국내산,상온보관,"밀,대두,새우",금요특식
2026-05-29,금,석식,4,고사리나물,부찬,49,33.5,5.5,5,621,7.5,4.1,68,5.3,호주산,상온보관,없음,금요특식
2026-05-29,금,석식,5,호박볶음,부찬,63,21.8,16.2,5,178,15,3.7,44,3,국내산,상온보관,없음,금요특식
2026-05-29,금,석식,6,열무김치,김치류,36,34.5,20.8,5,673,2.9,4.2,6,1.3,국내산,상온보관,없음,금요특식
2026-05-29,금,석식,7,갓김치,김치류,33,13.5,12,5,496,1,5.8,15,3.2,국내산,냉장보관,"밀,대두,새우",금요특식
2026-05-29,금,석식,8,수정과,후식/음료,72,24.8,4.9,5,871,11.8,3.9,66,1,국내산,냉장보관,"밀,계란,대두",금요특식
2026-05-30,토,조식,1,기장밥,주식,364,14.3,8.8,56.9,844,10.8,3.8,37,2.9,중국산,냉장보관,"대두,밀",
2026-05-30,토,조식,2,콩나물해장국,국/찌개,67,29.8,6.1,5,175,10.5,1.8,26,7,국내산,상온보관,우유,
2026-05-30,토,조식,3,햄볶음,주찬,251,32.9,16.9,5,498,5.4,1.7,55,5,국내산,냉장보관,없음,
2026-05-30,토,조식,4,양배추무침,부찬,42,7.9,25,5,723,2.7,3.3,40,2.1,미국산,냉장보관,"계란,밀",
2026-05-30,토,조식,5,아스파라거스볶음,부찬,67,24.9,14.9,5,266,4.7,3,29,7.4,국내산,상온보관,"대두,밀",
2026-05-30,토,조식,6,열무김치,김치류,40,31.6,18.5,5,742,11.8,4.5,33,2.4,호주산,냉장보관,없음,
2026-05-30,토,조식,7,갓김치,김치류,42,18.7,13.1,5,850,3.7,3.3,9,4.2,중국산,냉장보관,"계란,밀",
2026-05-30,토,조식,8,쿨피스,후식/음료,90,25.3,14.9,5,279,13.7,4.9,108,3.6,국내산,상온보관,없음,
2026-05-30,토,중식,1,팥밥,주식,336,6.9,5.6,64.5,739,4.9,3,54,1.8,국내산,냉동보관,없음,
2026-05-30,토,중식,2,된장찌개,국/찌개,82,18.3,9.2,5,369,9.4,4.5,64,6.3,중국산,냉장보관,"계란,밀",
2026-05-30,토,중식,3,삼겹살구이,주찬,244,23.9,19.5,5,341,3.6,1,99,4.7,미국산,냉장보관,"밀,대두,새우",
2026-05-30,토,중식,4,콩나물무침,부찬,65,17.8,16.2,5,196,3.9,1,104,6.4,미국산,냉장보관,"밀,계란,대두",
2026-05-30,토,중식,5,아스파라거스볶음,부찬,50,29.7,7.7,5,544,7.8,0.9,70,3.9,미국산,냉장보관,"대두,밀",
2026-05-30,토,중식,6,열무김치,김치류,47,13,14.1,5,678,7.1,4,2,3,국내산,냉장보관,없음,
2026-05-30,토,중식,7,파김치,김치류,2,7.2,12.9,5,323,5,4.1,8,0.5,중국산,냉장보관,"밀,대두,새우",
2026-05-30,토,중식,8,과일(수박),후식/음료,65,33.1,6.9,5,391,10,3.6,93,4.1,호주산,냉동보관,없음,
2026-05-30,토,석식,1,쌀밥,주식,369,18.7,13.1,44.1,866,14.4,5.5,106,3.9,호주산,냉동보관,대두,
